Case ID,Age,Breed,Weight,Medical History,Genetic Predispositions,Current Medications,Diet,Lifestyle,Environment,Vaccination Status,Neutering Status,Living Conditions,Disease,Stage,Conventional Treatment,Natural Remedies,Outcome
12939,8,Beagle,8,Skin allergies,Dermatitis,None,High-protein,Outdoor,Cold,Up-to-date,Neutered,Single-pet,Fungal Infections,Severe,Fluconazole,"Probiotics, Coconut oil, Tea tree oil, Turmeric",Stable
12940,12,Golden Retriever,40,Skin allergies,None,None,High-protein,Outdoor,Dry,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Initial,Itraconazole,"Turmeric, Calendula, Coconut oil",Stable
12941,15,Bulldog,9,None,None,None,Hypoallergenic,Outdoor,Cold,Not Up-to-date,Not Neutered,Multi-pet,Staph Infection,Severe,Cephalexin,"Sulphur, Calendula, Probiotics, Coconut oil",Improved
12942,3,German Shepherd,30,None,Fungal susceptibility,Heartworm Preventative,High-protein,Active,Humid,Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Cephalexin,"Aloe vera gel, Lavender oil, Probiotics, Omega-3",Recovered
12943,11,Labrador,29,Allergy to Penicillin,Dermatitis,None,Balanced,Active,Temperate,Not Up-to-date,Neutered,Single-pet,Staph Infection,Severe,Cephalexin,"Coconut oil, Calendula, Probiotics, Sulphur",Stable
12944,4,Labrador,26,Allergy to Penicillin,Fungal susceptibility,Antihistamines,Hypoallergenic,Outdoor,Temperate,Not Up-to-date,Not Neutered,Single-pet,Staph Infection,Severe,Cephalexin,"Probiotics, Sulphur, Aloe vera gel, Coconut oil",Improved
12945,2,Chihuahua,20,Skin allergies,None,Heartworm Preventative,Hypoallergenic,Active,Temperate,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Initial,Itraconazole,"Coconut oil, Tea tree oil, Calendula",Recovered
12946,13,Labrador,33,Eye infections,None,Heartworm Preventative,Grain-free,Active,Temperate,Not Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Probiotics, Turmeric, Aloe vera gel, Calendula",Stable
12947,14,Labrador,40,Eye infections,Fungal susceptibility,Beta-blockers,Grain-free,Indoor,Dry,Not Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Lavender oil, Chamomile, Probiotics",Stable
12948,2,Labrador,39,Allergy to Penicillin,Dermatitis,None,Low-sodium,Active,Humid,Not Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Amoxicillin,"Probiotics, Omega-3, Chamomile",Recovered
12949,7,German Shepherd,24,Allergy to Penicillin,Dermatitis,None,High-protein,Indoor,Humid,Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Lavender oil, Probiotics, Aloe vera gel",Stable
12950,5,Labrador,35,Skin allergies,Dermatitis,Beta-blockers,High-protein,Outdoor,Wet,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Amoxicillin,"Chamomile, Probiotics, Omega-3",Stable
12951,5,Dachshund,31,Allergy to Penicillin,Dermatitis,Beta-blockers,Balanced,Indoor,Cold,Up-to-date,Neutered,Single-pet,Fungal Infections,Severe,Itraconazole,"Turmeric, Probiotics, Calendula, Coconut oil",Improved
12952,2,Labrador,9,Skin allergies,Fungal susceptibility,Antihistamines,High-protein,Active,Temperate,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Severe,Fluconazole,"Coconut oil, Probiotics, Tea tree oil, Turmeric",Stable
12953,2,Chihuahua,35,None,Fungal susceptibility,Beta-blockers,Hypoallergenic,Active,Cold,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Initial,Cephalexin,"Calendula, Probiotics, Turmeric",Recovered
12954,4,Chihuahua,24,None,Fungal susceptibility,Insulin,Balanced,Indoor,Cold,Not Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Initial,Cephalexin,"Calendula, Turmeric, Probiotics",Stable
12955,11,Labrador,39,Eye infections,None,Heartworm Preventative,Grain-free,Outdoor,Dry,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Turmeric, Probiotics, Aloe vera gel, Coconut oil",Recovered
12956,10,Dachshund,40,Allergy to Penicillin,Dermatitis,Heartworm Preventative,High-protein,Indoor,Humid,Not Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Aloe vera gel, Coconut oil, Calendula",Improved
12957,5,Cocker Spaniel,29,Allergy to Penicillin,Fungal susceptibility,Insulin,Grain-free,Active,Wet,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Initial,Cephalexin,"Aloe vera gel, Probiotics, Turmeric",Improved
12958,9,Labrador,13,Skin allergies,Dermatitis,Beta-blockers,Balanced,Outdoor,Dry,Not Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,Amoxicillin,"Probiotics, Omega-3, Lavender oil, Aloe vera gel",Improved
12959,11,Poodle,26,Eye infections,Fungal susceptibility,Heartworm Preventative,Hypoallergenic,Outdoor,Cold,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Initial,Itraconazole,"Coconut oil, Turmeric, Tea tree oil",Stable
12960,4,Labrador,33,Eye infections,None,Heartworm Preventative,Balanced,Active,Humid,Up-to-date,Not Neutered,Multi-pet,Staph Infection,Initial,Cephalexin,"Coconut oil, Calendula, Sulphur",Improved
12961,8,Labrador,29,Allergy to Penicillin,Dermatitis,Heartworm Preventative,Grain-free,Outdoor,Wet,Not Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Severe,Cephalexin,"Coconut oil, Turmeric, Probiotics, Aloe vera gel",Stable
12962,8,Beagle,7,None,None,Heartworm Preventative,Balanced,Outdoor,Dry,Not Up-to-date,Not Neutered,Single-pet,Fungal Infections,Severe,Itraconazole,"Tea tree oil, Turmeric, Coconut oil, Probiotics",Recovered
12963,2,Beagle,24,Skin allergies,None,Insulin,Hypoallergenic,Outdoor,Cold,Not Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Amoxicillin,"Lavender oil, Aloe vera gel, Omega-3",Improved
12964,8,Poodle,11,Eye infections,Dermatitis,None,High-protein,Indoor,Wet,Not Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Calendula, Coconut oil, Turmeric",Recovered
12965,7,Labrador,27,Eye infections,Fungal susceptibility,Insulin,Hypoallergenic,Active,Temperate,Up-to-date,Not Neutered,Single-pet,Staph Infection,Initial,Cephalexin,"Calendula, Sulphur, Aloe vera gel",Stable
12966,9,Cocker Spaniel,15,Eye infections,None,Beta-blockers,High-protein,Active,Wet,Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,Amoxicillin,"Chamomile, Omega-3, Lavender oil, Probiotics",Stable
12967,7,Beagle,23,Allergy to Penicillin,Dermatitis,Heartworm Preventative,Low-sodium,Indoor,Humid,Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Amoxicillin,"Lavender oil, Aloe vera gel, Chamomile",Improved
12968,1,Chihuahua,31,Eye infections,None,Insulin,Low-sodium,Outdoor,Humid,Up-to-date,Neutered,Multi-pet,Fungal Infections,Severe,Ketoconazole,"Coconut oil, Calendula, Turmeric, Tea tree oil",Recovered
12969,14,Beagle,20,None,Fungal susceptibility,Heartworm Preventative,Balanced,Active,Dry,Not Up-to-date,Not Neutered,Multi-pet,Staph Infection,Initial,Cephalexin,"Coconut oil, Calendula, Probiotics",Recovered
12970,11,Poodle,33,None,None,Beta-blockers,Hypoallergenic,Indoor,Cold,Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Chamomile, Probiotics, Lavender oil",Stable
12971,3,Golden Retriever,18,Skin allergies,Fungal susceptibility,Heartworm Preventative,Balanced,Indoor,Temperate,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Initial,Itraconazole,"Tea tree oil, Coconut oil, Calendula",Recovered
12972,5,Dachshund,29,Allergy to Penicillin,Fungal susceptibility,Antihistamines,Balanced,Outdoor,Wet,Not Up-to-date,Not Neutered,Multi-pet,Staph Infection,Initial,Amoxicillin,"Calendula, Aloe vera gel, Probiotics",Stable
12973,9,Bulldog,24,Skin allergies,None,Insulin,Low-sodium,Outdoor,Temperate,Up-to-date,Not Neutered,Multi-pet,Staph Infection,Initial,Cephalexin,"Aloe vera gel, Calendula, Probiotics",Stable
12974,11,Bulldog,34,Allergy to Penicillin,Fungal susceptibility,Insulin,Grain-free,Outdoor,Cold,Up-to-date,Neutered,Single-pet,Staph Infection,Initial,Cephalexin,"Sulphur, Coconut oil, Probiotics",Recovered
12975,5,Golden Retriever,27,Skin allergies,Fungal susceptibility,None,Hypoallergenic,Active,Wet,Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Turmeric, Calendula, Probiotics, Coconut oil",Stable
12976,10,Labrador,10,Skin allergies,Fungal susceptibility,Insulin,Grain-free,Active,Wet,Up-to-date,Not Neutered,Single-pet,Staph Infection,Initial,Amoxicillin,"Coconut oil, Aloe vera gel, Probiotics",Stable
12977,2,Bulldog,12,Allergy to Penicillin,None,Beta-blockers,Balanced,Active,Humid,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Turmeric, Probiotics, Aloe vera gel",Recovered
12978,10,Chihuahua,34,None,Dermatitis,Antihistamines,High-protein,Indoor,Dry,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Severe,Itraconazole,"Turmeric, Calendula, Probiotics, Tea tree oil",Improved
12979,7,Cocker Spaniel,9,Eye infections,Fungal susceptibility,Beta-blockers,Grain-free,Active,Temperate,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Turmeric, Aloe vera gel, Calendula, Coconut oil",Stable
12980,4,German Shepherd,30,Eye infections,Fungal susceptibility,Antihistamines,Balanced,Active,Temperate,Up-to-date,Neutered,Single-pet,Staph Infection,Severe,Cephalexin,"Probiotics, Aloe vera gel, Coconut oil, Calendula",Stable
12981,7,Beagle,37,Allergy to Penicillin,None,Heartworm Preventative,Grain-free,Active,Wet,Up-to-date,Neutered,Multi-pet,Staph Infection,Severe,Amoxicillin,"Coconut oil, Sulphur, Calendula, Aloe vera gel",Recovered
12982,13,Dachshund,13,Skin allergies,Fungal susceptibility,Beta-blockers,Low-sodium,Outdoor,Temperate,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Initial,Fluconazole,"Calendula, Coconut oil, Turmeric",Recovered
12983,8,Cocker Spaniel,16,Allergy to Penicillin,Dermatitis,Insulin,Low-sodium,Indoor,Wet,Not Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Amoxicillin,"Aloe vera gel, Chamomile, Omega-3",Stable
12984,13,Cocker Spaniel,24,None,None,Antihistamines,Grain-free,Outdoor,Cold,Up-to-date,Neutered,Single-pet,Fungal Infections,Severe,Itraconazole,"Coconut oil, Tea tree oil, Calendula, Turmeric",Improved
12985,1,Cocker Spaniel,34,Eye infections,Dermatitis,Heartworm Preventative,Low-sodium,Indoor,Humid,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Initial,Fluconazole,"Probiotics, Tea tree oil, Turmeric",Stable
12986,9,Cocker Spaniel,18,Skin allergies,Fungal susceptibility,Insulin,Grain-free,Outdoor,Cold,Not Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Initial,Fluconazole,"Turmeric, Tea tree oil, Probiotics",Recovered
12987,6,Golden Retriever,37,None,Dermatitis,Heartworm Preventative,Balanced,Indoor,Humid,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Cephalexin,"Probiotics, Chamomile, Aloe vera gel, Omega-3",Stable
12988,10,Bulldog,32,Allergy to Penicillin,None,Beta-blockers,Low-sodium,Outdoor,Humid,Not Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,Cephalexin,"Aloe vera gel, Lavender oil, Chamomile, Omega-3",Improved
12989,6,Beagle,23,Allergy to Penicillin,Fungal susceptibility,Heartworm Preventative,Low-sodium,Outdoor,Wet,Up-to-date,Not Neutered,Multi-pet,Staph Infection,Initial,Amoxicillin,"Aloe vera gel, Sulphur, Probiotics",Improved
12990,10,German Shepherd,15,None,Dermatitis,None,Low-sodium,Outdoor,Wet,Up-to-date,Neutered,Single-pet,Staph Infection,Severe,Amoxicillin,"Probiotics, Calendula, Coconut oil, Aloe vera gel",Stable
12991,13,Labrador,20,Eye infections,Dermatitis,Beta-blockers,Grain-free,Active,Humid,Up-to-date,Neutered,Single-pet,Fungal Infections,Severe,Fluconazole,"Probiotics, Calendula, Coconut oil, Turmeric",Stable
12992,7,Cocker Spaniel,17,None,Dermatitis,Insulin,High-protein,Active,Temperate,Up-to-date,Neutered,Multi-pet,Fungal Infections,Initial,Ketoconazole,"Turmeric, Calendula, Tea tree oil",Recovered
12993,15,Labrador,7,Allergy to Penicillin,None,Insulin,High-protein,Indoor,Dry,Not Up-to-date,Not Neutered,Single-pet,Fungal Infections,Severe,Fluconazole,"Tea tree oil, Coconut oil, Turmeric, Calendula",Stable
12994,10,Cocker Spaniel,21,Skin allergies,Dermatitis,None,Grain-free,Indoor,Temperate,Up-to-date,Not Neutered,Multi-pet,Staph Infection,Severe,Cephalexin,"Coconut oil, Aloe vera gel, Calendula, Probiotics",Recovered
12995,3,Chihuahua,25,Eye infections,None,Beta-blockers,Balanced,Outdoor,Temperate,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Initial,Itraconazole,"Turmeric, Probiotics, Coconut oil",Recovered
12996,12,Bulldog,35,Skin allergies,Dermatitis,None,High-protein,Outdoor,Temperate,Not Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Initial,Cephalexin,"Coconut oil, Calendula, Probiotics",Improved
12997,8,Poodle,37,Eye infections,Fungal susceptibility,Antihistamines,Grain-free,Indoor,Cold,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Severe,Ketoconazole,"Turmeric, Calendula, Probiotics, Coconut oil",Recovered
12998,2,Labrador,32,Skin allergies,Dermatitis,Beta-blockers,Hypoallergenic,Outdoor,Wet,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Calendula, Probiotics, Aloe vera gel",Improved
12999,2,Cocker Spaniel,5,Allergy to Penicillin,Dermatitis,None,Low-sodium,Active,Wet,Up-to-date,Neutered,Single-pet,Staph Infection,Initial,Cephalexin,"Aloe vera gel, Probiotics, Sulphur",Stable
13000,8,Bulldog,35,None,Fungal susceptibility,Insulin,Hypoallergenic,Indoor,Dry,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Initial,Itraconazole,"Probiotics, Coconut oil, Tea tree oil",Improved
13001,9,Beagle,37,Eye infections,Dermatitis,Beta-blockers,Hypoallergenic,Indoor,Cold,Not Up-to-date,Neutered,Multi-pet,Staph Infection,Initial,Amoxicillin,"Aloe vera gel, Coconut oil, Calendula",Recovered
13002,5,German Shepherd,18,None,Fungal susceptibility,Insulin,High-protein,Outdoor,Wet,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Severe,Fluconazole,"Tea tree oil, Probiotics, Turmeric, Calendula",Stable
13003,15,Chihuahua,26,Skin allergies,None,Antihistamines,Grain-free,Outdoor,Humid,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Amoxicillin,"Probiotics, Chamomile, Aloe vera gel",Recovered
13004,6,Beagle,26,None,None,Antihistamines,Hypoallergenic,Outdoor,Temperate,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Severe,Ketoconazole,"Coconut oil, Tea tree oil, Turmeric, Probiotics",Recovered
13005,5,Cocker Spaniel,40,None,None,Insulin,Balanced,Outdoor,Cold,Not Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,Cephalexin,"Omega-3, Probiotics, Aloe vera gel, Chamomile",Improved
13006,6,Labrador,36,Skin allergies,None,Antihistamines,Grain-free,Active,Dry,Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Initial,Cephalexin,"Turmeric, Probiotics, Coconut oil",Stable
13007,14,Beagle,34,Eye infections,Dermatitis,Antihistamines,Hypoallergenic,Indoor,Wet,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Severe,Fluconazole,"Calendula, Turmeric, Coconut oil, Tea tree oil",Improved
13008,1,Dachshund,36,Allergy to Penicillin,Fungal susceptibility,Heartworm Preventative,Low-sodium,Indoor,Cold,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Amoxicillin,"Aloe vera gel, Chamomile, Probiotics, Lavender oil",Recovered
13009,10,Beagle,30,Allergy to Penicillin,None,Heartworm Preventative,Low-sodium,Outdoor,Temperate,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Aloe vera gel, Coconut oil, Probiotics, Turmeric",Improved
13010,13,Cocker Spaniel,24,Eye infections,Fungal susceptibility,Antihistamines,Balanced,Outdoor,Temperate,Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,Cephalexin,"Probiotics, Omega-3, Lavender oil, Aloe vera gel",Stable
13011,5,Poodle,35,None,Dermatitis,Insulin,Grain-free,Active,Temperate,Up-to-date,Neutered,Single-pet,Fungal Infections,Severe,Fluconazole,"Calendula, Turmeric, Tea tree oil, Coconut oil",Improved
13012,7,Golden Retriever,16,Eye infections,Dermatitis,Heartworm Preventative,Grain-free,Active,Dry,Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Probiotics, Calendula, Turmeric, Coconut oil",Recovered
13013,11,German Shepherd,32,Eye infections,Fungal susceptibility,Antihistamines,High-protein,Indoor,Wet,Not Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Severe,Cephalexin,"Aloe vera gel, Coconut oil, Turmeric, Calendula",Recovered
13014,13,Poodle,18,Allergy to Penicillin,Fungal susceptibility,None,Low-sodium,Outdoor,Wet,Not Up-to-date,Neutered,Multi-pet,Staph Infection,Severe,Amoxicillin,"Calendula, Aloe vera gel, Probiotics, Coconut oil",Improved
13015,6,Beagle,28,Skin allergies,Fungal susceptibility,Heartworm Preventative,Hypoallergenic,Outdoor,Cold,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Initial,Amoxicillin,"Aloe vera gel, Coconut oil, Calendula",Improved
13016,5,Chihuahua,39,None,Fungal susceptibility,Heartworm Preventative,High-protein,Indoor,Wet,Not Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,Amoxicillin,"Probiotics, Omega-3, Lavender oil, Chamomile",Stable
13017,5,Golden Retriever,35,Eye infections,None,Antihistamines,High-protein,Active,Temperate,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Severe,Cephalexin,"Turmeric, Calendula, Probiotics, Coconut oil",Improved
13018,8,Golden Retriever,17,Allergy to Penicillin,None,Heartworm Preventative,Balanced,Indoor,Wet,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,Amoxicillin,"Probiotics, Turmeric, Calendula, Coconut oil",Stable
13019,1,Dachshund,38,Allergy to Penicillin,Fungal susceptibility,Antihistamines,Hypoallergenic,Active,Cold,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Initial,Cephalexin,"Turmeric, Aloe vera gel, Calendula",Improved
13020,10,Cocker Spaniel,31,Allergy to Penicillin,Dermatitis,None,Hypoallergenic,Indoor,Humid,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Lavender oil, Omega-3, Chamomile",Improved
13021,10,Golden Retriever,24,Skin allergies,None,None,Grain-free,Outdoor,Cold,Up-to-date,Neutered,Multi-pet,Fungal Infections,Initial,Ketoconazole,"Calendula, Coconut oil, Tea tree oil",Recovered
13022,9,Dachshund,23,Skin allergies,None,None,Grain-free,Active,Cold,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Initial,Cephalexin,"Coconut oil, Probiotics, Turmeric",Recovered
13023,5,Beagle,22,Eye infections,Fungal susceptibility,Insulin,Low-sodium,Active,Wet,Not Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,Cephalexin,"Probiotics, Lavender oil, Chamomile",Recovered
13024,11,Beagle,15,Skin allergies,Dermatitis,Insulin,High-protein,Indoor,Dry,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Severe,Itraconazole,"Tea tree oil, Probiotics, Turmeric, Calendula",Stable
13025,13,Poodle,23,None,Fungal susceptibility,None,Low-sodium,Outdoor,Cold,Not Up-to-date,Neutered,Multi-pet,Staph Infection,Initial,Amoxicillin,"Calendula, Aloe vera gel, Coconut oil",Improved
13026,15,Golden Retriever,7,Skin allergies,None,Beta-blockers,Low-sodium,Active,Wet,Up-to-date,Not Neutered,Single-pet,Staph Infection,Severe,Cephalexin,"Sulphur, Calendula, Coconut oil, Aloe vera gel",Improved
13027,7,Labrador,20,Skin allergies,None,None,Grain-free,Outdoor,Humid,Not Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Initial,Fluconazole,"Turmeric, Calendula, Tea tree oil",Recovered
13028,1,Labrador,30,Eye infections,Fungal susceptibility,Insulin,High-protein,Outdoor,Wet,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,Amoxicillin,"Probiotics, Chamomile, Lavender oil, Aloe vera gel",Recovered
13029,7,Dachshund,9,Eye infections,None,Insulin,Balanced,Indoor,Wet,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Initial,Itraconazole,"Tea tree oil, Probiotics, Turmeric",Improved
13030,9,Cocker Spaniel,10,Eye infections,None,Antihistamines,Low-sodium,Indoor,Dry,Not Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,Cephalexin,"Lavender oil, Aloe vera gel, Probiotics, Omega-3",Improved
13031,15,Poodle,35,Eye infections,None,Insulin,Low-sodium,Active,Temperate,Up-to-date,Not Neutered,Single-pet,Staph Infection,Initial,Amoxicillin,"Calendula, Coconut oil, Sulphur",Recovered
13032,12,Cocker Spaniel,30,Allergy to Penicillin,Dermatitis,Insulin,Hypoallergenic,Outdoor,Dry,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Initial,Cephalexin,"Calendula, Probiotics, Turmeric",Recovered
