Case ID,Breed,Age,Weight,Medical History,Genetic Predispositions,Current Medications,Diet,Lifestyle,Environment,Vaccination Status,Neutering Status,Living Conditions,Disease,Stage,Severity Score,Symptom Count,Previous Treatment,Previous Treatment Response,Treatments Tried Count,Drug Allergies,Drug Interaction Risk,Cost Category,Availability Status,Conventional Treatment,Natural Remedies,Outcome
983,Border Collie,8.8,30.2,Eye infections,,Beta-blockers,Low-sodium,Outdoor,Temperate,Not Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,36,3,,,0,Penicillin,Medium,Affordable,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
984,Chihuahua,3.2,19.4,Skin allergies,Fungal susceptibility,Heartworm Preventative,Grain-free,Outdoor,Temperate,Up-to-date,Neutered,Single-pet,Fungal Infections,Moderate,58,9,,,0,,Low,Affordable,Limited,Fluconazole,"Coconut oil, Tea tree oil, Probiotics, Calendula",Stable
985,Bulldog,5.4,3.3,Allergy to Penicillin,Fungal susceptibility,Heartworm Preventative,Balanced,Indoor,Temperate,Up-to-date,Not Neutered,Single-pet,Staph Infection,Severe,27,2,Ketoconazole,Adverse Reaction,3,,Medium,Moderate,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Recovered
986,Labrador,0.9,41.9,Allergy to Penicillin,,Heartworm Preventative,Hypoallergenic,Active,Temperate,Up-to-date,Not Neutered,Single-pet,Staph Infection,Initial,34,1,Amoxicillin,Adverse Reaction,1,,High,Affordable,Limited,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
987,Rottweiler,4.5,26.9,Allergy to Penicillin,Dermatitis,Heartworm Preventative,Grain-free,Indoor,Temperate,Not Up-to-date,Not Neutered,Multi-pet,Staph Infection,Initial,73,2,Itraconazole,Partial,1,,Medium,Moderate,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
988,Chihuahua,4.8,47.2,Eye infections,,Beta-blockers,Hypoallergenic,Indoor,Tropical,Not Up-to-date,Neutered,Single-pet,Staph Infection,Initial,28,6,Cephalexin,Success,1,"Penicillin, Ketoconazole",High,Moderate,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
989,Yorkshire Terrier,4.3,22.6,Allergy to Penicillin,Dermatitis,Heartworm Preventative,High-protein,Active,Temperate,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Moderate,22,4,Itraconazole,Partial,1,,High,Expensive,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
990,German Shepherd,13.2,42.4,Skin allergies,Dermatitis,Beta-blockers,Low-sodium,Active,Cold,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Initial,23,10,Ketoconazole,Success,3,,Low,Moderate,Limited,Ketoconazole,"Coconut oil, Tea tree oil, Calendula",Improved
991,Siberian Husky,3.2,40.5,Allergy to Penicillin,Dermatitis,Insulin,Low-sodium,Outdoor,Wet,Not Up-to-date,Neutered,Single-pet,Staph Infection,Severe,17,1,Fluconazole,Failure,2,,Medium,Expensive,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
992,Boxer,7.1,25.2,,Dermatitis,Beta-blockers,Low-sodium,Active,Tropical,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Initial,61,10,,,0,,Low,Moderate,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
993,Shih Tzu,2.4,5.9,Skin allergies,,Beta-blockers,Low-sodium,Outdoor,Wet,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Mild,25,4,Fluconazole,Success,2,,High,Affordable,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
994,German Shepherd,11.1,25.8,Eye infections,Fungal susceptibility,Insulin,Grain-free,Indoor,Cold,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Initial,17,1,Itraconazole,Success,2,"Penicillin, Ketoconazole",High,Affordable,In Stock,Fluconazole,"Coconut oil, Tea tree oil, Calendula",Stable
995,Shih Tzu,6.8,37.0,,,Beta-blockers,Balanced,Outdoor,Temperate,Up-to-date,Neutered,Multi-pet,Fungal Infections,Mild,27,8,,,0,Ketoconazole,High,Expensive,Limited,Itraconazole,"Coconut oil, Tea tree oil, Calendula",Stable
996,Chihuahua,11.6,9.6,Allergy to Penicillin,,Antihistamines,Hypoallergenic,Outdoor,Wet,Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,41,1,,,0,"Penicillin, Ketoconazole",High,Expensive,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
997,Poodle,9.3,8.5,Eye infections,Dermatitis,,Balanced,Active,Tropical,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Moderate,21,10,Fluconazole,Partial,2,,Low,Affordable,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
998,Golden Retriever,11.4,33.5,,,Beta-blockers,Grain-free,Outdoor,Tropical,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Severe,51,7,,,0,,Medium,Moderate,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
999,Dachshund,14.4,5.3,Eye infections,Fungal susceptibility,,Balanced,Indoor,Wet,Up-to-date,Not Neutered,Single-pet,Fungal Infections,Initial,98,9,,,0,Cephalexin,High,Moderate,Backorder,Itraconazole,"Probiotics, Omega-3, Coconut oil, Tea tree oil, Calendula",Improved
1000,German Shepherd,1.3,15.5,,Fungal susceptibility,Beta-blockers,Low-sodium,Indoor,Humid,Not Up-to-date,Not Neutered,Single-pet,Staph Infection,Mild,55,4,Fluconazole,Success,1,,Low,Moderate,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Stable
1001,Labrador,4.3,13.9,Eye infections,Fungal susceptibility,Beta-blockers,Balanced,Active,Temperate,Not Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Moderate,82,1,Amoxicillin,Success,1,Ketoconazole,Low,Affordable,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
1002,Chihuahua,13.6,14.0,,,Antihistamines,Grain-free,Active,Tropical,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Mild,35,3,,,0,,High,Moderate,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
1003,German Shepherd,4.4,38.5,,Fungal susceptibility,Beta-blockers,Low-sodium,Active,Cold,Up-to-date,Not Neutered,Multi-pet,Staph Infection,Moderate,38,5,,,0,Penicillin,Medium,Expensive,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
1004,Dachshund,7.0,39.3,Allergy to Penicillin,,Beta-blockers,High-protein,Indoor,Temperate,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Moderate,73,4,Fluconazole,Adverse Reaction,1,,Low,Moderate,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
1005,Beagle,1.4,25.4,,Fungal susceptibility,Heartworm Preventative,High-protein,Active,Tropical,Not Up-to-date,Not Neutered,Single-pet,Staph Infection,Severe,100,7,,,0,,Medium,Affordable,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
1006,Labrador,1.0,5.0,Allergy to Penicillin,Dermatitis,Antihistamines,High-protein,Active,Cold,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Mild,84,1,Itraconazole,Success,1,,High,Moderate,Limited,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
1007,Poodle,13.6,8.7,Skin allergies,Dermatitis,Heartworm Preventative,Hypoallergenic,Indoor,Cold,Not Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Mild,21,6,Ketoconazole,Partial,2,,Low,Moderate,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Recovered
1008,Bulldog,8.2,21.7,Skin allergies,Dermatitis,,Balanced,Indoor,Dry,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Severe,41,1,Cephalexin,Adverse Reaction,2,,High,Expensive,Out of Stock,Itraconazole,"Coconut oil, Tea tree oil, Calendula",Stable
1009,Cocker Spaniel,5.5,45.2,Skin allergies,Fungal susceptibility,Insulin,Low-sodium,Indoor,Humid,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,22,1,,,0,Cephalexin,Medium,Moderate,Out of Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Stable
1010,Siberian Husky,0.8,33.9,Skin allergies,,Heartworm Preventative,Grain-free,Indoor,Temperate,Not Up-to-date,Neutered,Multi-pet,Staph Infection,Initial,40,8,Cephalexin,Failure,1,"Penicillin, Ketoconazole",Low,Expensive,Limited,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
1011,Yorkshire Terrier,14.5,28.9,,,,Hypoallergenic,Indoor,Temperate,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Mild,23,8,,,0,,Medium,Expensive,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Stable
1012,Labrador,14.1,4.5,Allergy to Penicillin,,Beta-blockers,Low-sodium,Indoor,Dry,Not Up-to-date,Neutered,Multi-pet,Staph Infection,Moderate,56,1,Fluconazole,Failure,2,,High,Affordable,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Recovered
1013,Cocker Spaniel,6.6,14.5,Allergy to Penicillin,Fungal susceptibility,,High-protein,Indoor,Humid,Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Severe,23,7,Itraconazole,Success,3,"Penicillin, Ketoconazole",Low,Affordable,Limited,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
1014,Dachshund,11.1,49.1,Allergy to Penicillin,,Antihistamines,Grain-free,Outdoor,Cold,Up-to-date,Neutered,Multi-pet,Staph Infection,Initial,10,3,Ketoconazole,Adverse Reaction,3,,Medium,Expensive,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Stable
1015,Golden Retriever,4.2,33.4,Skin allergies,,Heartworm Preventative,Grain-free,Outdoor,Tropical,Up-to-date,Neutered,Multi-pet,Bacterial Dermatosis,Severe,87,7,,,0,,Medium,Moderate,Limited,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
1016,Rottweiler,3.4,29.1,Skin allergies,,Insulin,Low-sodium,Active,Temperate,Up-to-date,Not Neutered,Single-pet,Bacterial Dermatosis,Moderate,17,2,,,0,,Low,Moderate,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Improved
1017,Border Collie,7.2,48.7,,,Heartworm Preventative,Hypoallergenic,Indoor,Dry,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Initial,89,9,,,0,,Medium,Expensive,Backorder,Itraconazole,"Probiotics, Omega-3, Coconut oil, Tea tree oil, Calendula",Recovered
1018,Golden Retriever,9.3,18.8,,Fungal susceptibility,Insulin,Low-sodium,Indoor,Temperate,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Initial,57,2,,,0,,High,Expensive,Limited,Itraconazole,"Coconut oil, Tea tree oil, Probiotics, Calendula",Improved
1019,Siberian Husky,2.2,9.3,Eye infections,,Antihistamines,Hypoallergenic,Indoor,Cold,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,25,5,Itraconazole,Partial,1,,Low,Moderate,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Stable
1020,Beagle,3.8,14.0,Skin allergies,Fungal susceptibility,,Grain-free,Active,Temperate,Not Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Mild,39,10,,,0,,High,Affordable,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Recovered
1021,Bulldog,12.8,28.9,,Fungal susceptibility,Antihistamines,High-protein,Indoor,Tropical,Not Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Moderate,65,6,Itraconazole,Adverse Reaction,2,,Low,Moderate,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Improved
1022,Poodle,8.1,7.5,,Fungal susceptibility,Insulin,Balanced,Outdoor,Humid,Not Up-to-date,Not Neutered,Single-pet,Staph Infection,Initial,37,2,Ketoconazole,Failure,1,,Medium,Moderate,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
1023,Yorkshire Terrier,13.0,36.7,Skin allergies,Fungal susceptibility,Insulin,Grain-free,Outdoor,Temperate,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,97,9,Cephalexin,Partial,2,,Low,Moderate,Limited,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
1024,German Shepherd,1.5,36.0,,Dermatitis,Insulin,Grain-free,Indoor,Humid,Up-to-date,Neutered,Multi-pet,Fungal Infections,Severe,70,7,Cephalexin,Partial,1,,High,Expensive,Limited,Itraconazole,"Coconut oil, Tea tree oil, Probiotics, Calendula",Improved
1025,Border Collie,8.4,5.9,,Dermatitis,Antihistamines,Low-sodium,Outdoor,Wet,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Moderate,40,5,,,0,Penicillin,High,Affordable,Limited,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
1026,Boxer,7.1,25.3,Allergy to Penicillin,Fungal susceptibility,,Hypoallergenic,Active,Humid,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Mild,97,6,Ketoconazole,Partial,2,,Medium,Expensive,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
1027,Bulldog,2.9,47.4,,Fungal susceptibility,,Grain-free,Active,Cold,Up-to-date,Neutered,Multi-pet,Fungal Infections,Severe,26,8,Cephalexin,Failure,3,,Medium,Affordable,In Stock,Itraconazole,"Coconut oil, Tea tree oil, Calendula",Improved
1028,Yorkshire Terrier,12.8,34.1,Skin allergies,Fungal susceptibility,Insulin,High-protein,Active,Temperate,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Initial,47,3,Fluconazole,Adverse Reaction,1,,High,Expensive,Out of Stock,Ketoconazole,"Coconut oil, Tea tree oil, Calendula",Recovered
1029,Beagle,7.2,21.8,Eye infections,,Insulin,Low-sodium,Indoor,Tropical,Up-to-date,Neutered,Single-pet,Fungal Infections,Severe,82,9,Fluconazole,Success,2,"Penicillin, Cephalexin",Low,Moderate,In Stock,Itraconazole,"Probiotics, Omega-3, Coconut oil, Tea tree oil, Calendula",Recovered
1030,Border Collie,9.9,28.2,Eye infections,,Insulin,Grain-free,Outdoor,Temperate,Not Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Mild,36,3,Fluconazole,Failure,2,,Low,Moderate,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
1031,Golden Retriever,1.4,26.6,Allergy to Penicillin,Dermatitis,Heartworm Preventative,Low-sodium,Indoor,Wet,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Moderate,17,3,,,0,,High,Expensive,Backorder,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Stable
1032,Poodle,12.2,24.0,Eye infections,,Insulin,Grain-free,Outdoor,Tropical,Up-to-date,Neutered,Single-pet,Staph Infection,Mild,54,1,,,0,"Penicillin, Ketoconazole",Low,Affordable,Limited,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
1033,Bulldog,1.3,39.7,Allergy to Penicillin,Dermatitis,Beta-blockers,Grain-free,Outdoor,Tropical,Not Up-to-date,Not Neutered,Single-pet,Staph Infection,Moderate,89,10,Ketoconazole,Partial,1,,Medium,Affordable,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
1034,Yorkshire Terrier,3.4,14.4,,,,Low-sodium,Indoor,Dry,Up-to-date,Neutered,Single-pet,Fungal Infections,Mild,19,6,,,0,,Low,Expensive,In Stock,Itraconazole,"Coconut oil, Tea tree oil, Calendula",Stable
1035,Boxer,2.9,17.9,,Fungal susceptibility,Heartworm Preventative,Grain-free,Indoor,Cold,Up-to-date,Neutered,Single-pet,Fungal Infections,Initial,31,4,Fluconazole,Failure,2,,Low,Expensive,Out of Stock,Ketoconazole,"Coconut oil, Tea tree oil, Calendula",Improved
1036,Golden Retriever,11.5,26.9,Skin allergies,Fungal susceptibility,,Grain-free,Outdoor,Wet,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Mild,30,5,Ketoconazole,Success,1,,High,Affordable,Backorder,Fluconazole,"Coconut oil, Tea tree oil, Calendula",Stable
1037,Cocker Spaniel,3.5,44.1,Eye infections,,Heartworm Preventative,Hypoallergenic,Outdoor,Temperate,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Severe,50,10,Amoxicillin,Adverse Reaction,1,,Medium,Affordable,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
1038,Dachshund,13.3,43.8,Skin allergies,Fungal susceptibility,Beta-blockers,Hypoallergenic,Indoor,Temperate,Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Initial,82,4,Ketoconazole,Adverse Reaction,1,,Medium,Affordable,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
1039,Dachshund,4.0,23.7,Skin allergies,,Insulin,Grain-free,Outdoor,Cold,Not Up-to-date,Not Neutered,Single-pet,Staph Infection,Moderate,59,2,Ketoconazole,Partial,1,,Low,Affordable,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Recovered
1040,Rottweiler,14.8,39.1,Skin allergies,Dermatitis,Heartworm Preventative,Hypoallergenic,Indoor,Tropical,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Mild,52,6,Cephalexin,Failure,3,Penicillin,Medium,Affordable,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
1041,Yorkshire Terrier,0.9,5.1,Allergy to Penicillin,Dermatitis,Antihistamines,High-protein,Active,Tropical,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Moderate,26,3,Fluconazole,Partial,1,,High,Expensive,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
1042,Border Collie,7.2,45.6,,Dermatitis,Antihistamines,High-protein,Outdoor,Temperate,Not Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Mild,40,3,,,0,,Medium,Moderate,In Stock,Itraconazole,"Coconut oil, Tea tree oil, Calendula",Stable
1043,Chihuahua,8.3,25.9,Eye infections,Dermatitis,Insulin,Low-sodium,Active,Cold,Not Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Moderate,77,9,Itraconazole,Partial,2,"Penicillin, Ketoconazole",Low,Moderate,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
1044,Siberian Husky,2.0,33.5,Skin allergies,Dermatitis,Insulin,Grain-free,Active,Wet,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Moderate,57,2,Cephalexin,Adverse Reaction,3,,Low,Affordable,Out of Stock,Ketoconazole,"Coconut oil, Tea tree oil, Probiotics, Calendula",Stable
1045,Shih Tzu,12.4,20.3,Allergy to Penicillin,,Beta-blockers,High-protein,Indoor,Wet,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Initial,21,3,Amoxicillin,Failure,2,,High,Affordable,In Stock,Itraconazole,"Coconut oil, Tea tree oil, Calendula",Stable
1046,Bulldog,11.7,48.3,Allergy to Penicillin,,Insulin,Balanced,Indoor,Humid,Not Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,84,6,Fluconazole,Success,2,,High,Affordable,In Stock,Amoxicillin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
1047,Boxer,3.5,27.1,Eye infections,,Beta-blockers,Grain-free,Active,Wet,Up-to-date,Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Severe,21,2,Amoxicillin,Success,1,,High,Affordable,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Recovered
1048,Beagle,4.7,40.1,Allergy to Penicillin,Dermatitis,Insulin,Balanced,Active,Dry,Not Up-to-date,Neutered,Multi-pet,Staph Infection,Mild,60,5,,,0,"Penicillin, Ketoconazole",Medium,Affordable,In Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Stable
1049,Beagle,8.9,32.5,Eye infections,Dermatitis,Heartworm Preventative,Grain-free,Outdoor,Humid,Up-to-date,Not Neutered,Multi-pet,Fungal Infections,Mild,96,2,,,0,Cephalexin,Low,Affordable,Backorder,Itraconazole,"Probiotics, Omega-3, Coconut oil, Tea tree oil, Calendula",Improved
1050,Golden Retriever,12.1,21.0,Eye infections,,,High-protein,Outdoor,Cold,Not Up-to-date,Neutered,Single-pet,Staph Infection,Mild,69,8,Itraconazole,Success,2,,Medium,Expensive,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
1051,Boxer,13.8,27.6,Skin allergies,,Antihistamines,Balanced,Outdoor,Humid,Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,75,9,,,0,,Medium,Expensive,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
1052,Golden Retriever,2.8,35.4,Eye infections,,Heartworm Preventative,Hypoallergenic,Active,Tropical,Not Up-to-date,Not Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Initial,73,3,Cephalexin,Partial,2,"Penicillin, Cephalexin",High,Moderate,Limited,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Stable
1053,Shih Tzu,12.0,17.2,,,Beta-blockers,Hypoallergenic,Active,Cold,Up-to-date,Not Neutered,Single-pet,Staph Infection,Initial,45,8,Fluconazole,Failure,3,"Penicillin, Ketoconazole",Low,Expensive,Backorder,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Recovered
1054,Cocker Spaniel,12.9,45.5,Skin allergies,Fungal susceptibility,Beta-blockers,High-protein,Active,Cold,Up-to-date,Neutered,Multi-pet,Hypersensitivity Allergic Dermatosis,Mild,51,10,,,0,,Low,Expensive,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Chamomile",Improved
1055,Cocker Spaniel,4.5,49.2,,Dermatitis,Insulin,Balanced,Outdoor,Humid,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Severe,74,9,Itraconazole,Adverse Reaction,2,Cephalexin,High,Moderate,Limited,Ketoconazole,"Probiotics, Omega-3, Coconut oil, Tea tree oil, Calendula",Improved
1056,Yorkshire Terrier,2.5,11.7,Allergy to Penicillin,,Insulin,Grain-free,Outdoor,Wet,Up-to-date,Not Neutered,Multi-pet,Bacterial Dermatosis,Moderate,76,10,,,0,,Low,Moderate,Limited,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Recovered
1057,Chihuahua,3.2,44.9,Skin allergies,Dermatitis,,High-protein,Active,Wet,Not Up-to-date,Neutered,Multi-pet,Fungal Infections,Moderate,62,7,Itraconazole,Adverse Reaction,1,Penicillin,High,Expensive,Out of Stock,Ketoconazole,"Coconut oil, Tea tree oil, Probiotics, Calendula",Recovered
1058,Chihuahua,10.0,9.3,Allergy to Penicillin,Dermatitis,Insulin,Grain-free,Indoor,Humid,Not Up-to-date,Neutered,Single-pet,Fungal Infections,Mild,63,7,Fluconazole,Success,3,,High,Moderate,Limited,Itraconazole,"Coconut oil, Tea tree oil, Probiotics, Calendula",Recovered
1059,Cocker Spaniel,6.9,31.5,Skin allergies,Fungal susceptibility,Antihistamines,Balanced,Outdoor,Humid,Up-to-date,Not Neutered,Single-pet,Hypersensitivity Allergic Dermatosis,Mild,99,9,,,0,,High,Moderate,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Stable
1060,Yorkshire Terrier,1.7,44.4,Skin allergies,Fungal susceptibility,Beta-blockers,Balanced,Active,Dry,Not Up-to-date,Neutered,Single-pet,Bacterial Dermatosis,Severe,17,5,,,0,,High,Affordable,Limited,Amoxicillin,"Probiotics, Aloe vera gel, Chamomile",Improved
1061,Chihuahua,12.2,26.2,Allergy to Penicillin,Dermatitis,Heartworm Preventative,Grain-free,Indoor,Temperate,Not Up-to-date,Neutered,Single-pet,Staph Infection,Mild,84,10,,,0,"Penicillin, Ketoconazole",Low,Expensive,Out of Stock,Cephalexin,"Probiotics, Aloe vera gel, Omega-3, Chamomile",Improved
